lookback_bars,min_close_ratio,left_bars,right_bars,score,total_return,total_trades,win_rate,profit_factor,max_drawdown,avg_trade,expectancy,long_trades,short_trades,target_exits,stop_exits,end_of_data_exits,avg_bars_held,median_bars_held,raw_bullish_divergence_candidates,raw_bearish_divergence_candidates,bullish_prior_trend_pass,bearish_prior_trend_pass,bullish_pivot1_channel_pass,bullish_pivot2_channel_pass,bearish_pivot1_channel_pass,bearish_pivot2_channel_pass,final_bullish_divergences,final_bearish_divergences
6,0.6,3,3,0.5240138782183492,8.80807999999995,103.0,0.5242718446601942,1.9831148653475168,-1.3555256311643884,85.51533980582462,85.51533980582461,57,46,54,49,0,10.78640776699029,4.0,902,964,148,125,855,818,919,865,71,56
24,0.9,4,3,0.5235447012896416,7.191599999999987,75.0,0.5466666666666666,2.2794938672682497,-1.1274650814208007,95.8879999999994,95.88799999999938,39,36,41,34,0,10.133333333333333,4.0,936,1004,124,104,883,848,954,901,47,43
12,0.8,4,2,0.5217864441424374,8.880429999999961,108.0,0.5092592592592593,1.9637274042369373,-1.1805344731410525,82.2262037037033,82.22620370370333,60,48,55,53,0,11.481481481481481,4.0,1173,1308,187,165,1109,1040,1238,1151,80,61
16,0.7,3,3,0.5186839447188464,13.048309999999885,168.0,0.5178571428571429,1.8947279640416728,-1.3295383156950606,77.66851190476154,77.66851190476159,89,79,87,81,0,11.642857142857142,4.5,902,964,197,183,855,818,919,865,113,103
16,0.7,4,3,0.5185018657110481,14.211219999999924,178.0,0.5280898876404494,1.9339225981980288,-1.36731725924634,79.83831460674129,79.83831460674126,94,84,94,83,1,11.797752808988765,5.0,936,1004,208,196,883,848,954,901,118,111
24,0.9,2,3,0.5184767068197024,6.678869999999959,68.0,0.5588235294117647,2.301835157445394,-1.1243260928662722,98.21867647058774,98.21867647058777,36,32,38,30,0,10.264705882352942,4.0,862,926,110,91,817,781,882,825,44,38
8,0.7,4,3,0.5176661768237293,8.421760000000035,103.0,0.5242718446601942,1.9403462698832745,-1.2325947127277845,81.76466019417478,81.76466019417478,56,47,54,49,0,11.310679611650485,5.0,936,1004,149,129,883,848,954,901,66,58
6,0.6,2,3,0.5162109042133405,8.188419999999951,98.0,0.5408163265306123,1.9620622888106602,-1.3518653107444925,83.55530612244851,83.55530612244854,55,43,53,45,0,10.948979591836734,4.0,862,926,138,119,817,781,882,825,67,53
12,0.8,4,3,0.5150930509597765,8.22734000000005,101.0,0.5247524752475248,1.927440136534469,-1.2348408763598395,81.45881188118815,81.45881188118815,54,47,53,48,0,11.396039603960396,5.0,936,1004,146,127,883,848,954,901,63,57
24,0.9,2,2,0.5139033348781354,6.839179999999945,75.0,0.5333333333333333,2.256116957775444,-0.9647092687938577,91.1890666666657,91.18906666666571,40,35,40,35,0,10.813333333333333,3.0,1060,1215,137,123,1003,935,1151,1059,53,43
24,0.9,3,3,0.5132168070238282,6.8091299999999855,71.0,0.5352112676056338,2.235752099322874,-1.1274650814208007,95.90323943661906,95.90323943661903,37,34,38,33,0,10.295774647887324,4.0,902,964,117,96,855,818,919,865,46,40
12,0.6,2,3,0.5114156656807893,13.399259999999957,176.0,0.5227272727272727,1.847902022674405,-1.8701295148286112,76.13215909090894,76.13215909090893,93,83,92,84,0,13.852272727272727,4.5,862,926,200,191,817,781,882,825,119,108
24,0.8,4,2,0.5101836539339027,11.054269999999944,171.0,0.5029239766081871,1.7691591015517036,-1.2294216322452551,64.64485380116906,64.64485380116903,88,83,86,85,0,9.461988304093568,4.0,1173,1308,226,213,1109,1040,1238,1151,114,103
12,0.8,2,2,0.5097414400044982,7.976619999999945,94.0,0.5106382978723404,1.9837841171174473,-1.1811152979342618,84.85765957446749,84.85765957446746,52,42,48,46,0,11.97872340425532,4.0,1060,1215,164,148,1003,935,1151,1059,69,54
24,0.9,3,2,0.5095141969945939,6.969439999999905,78.0,0.5128205128205128,2.196581313975878,-0.9712937408397244,89.35179487179379,89.35179487179376,41,37,40,38,0,10.846153846153847,4.0,1127,1261,146,129,1069,998,1196,1109,57,46
24,0.8,2,2,0.5092580482096923,9.572309999999963,155.0,0.5032258064516129,1.7215285477710707,-1.2284552981377161,61.756838709676934,61.756838709676884,78,77,78,77,0,9.438709677419356,4.0,1060,1215,202,197,1003,935,1151,1059,101,94
16,0.8,4,2,0.5092560015660463,9.954549999999873,161.0,0.4906832298136646,1.726787207090779,-1.3046488798513554,61.82950310558954,61.82950310558951,82,79,79,82,0,9.857142857142858,4.0,1173,1308,231,217,1109,1040,1238,1151,112,101
16,0.6,4,4,0.5053867037609903,16.89912999999994,209.0,0.5550239234449761,1.93223669439432,-1.8331442140737002,80.85708133971276,80.85708133971275,117,92,116,92,1,18.66507177033493,5.0,748,787,228,188,703,679,742,701,153,113
12,0.6,3,3,0.5048752376862737,13.384109999999904,182.0,0.510989010989011,1.813047902245519,-1.7689845987535424,73.53906593406562,73.5390659340656,97,85,93,89,0,14.06043956043956,5.0,902,964,210,194,855,818,919,865,124,111
12,0.6,4,3,0.5047495459240393,14.547019999999922,192.0,0.5208333333333334,1.8509616959543227,-1.7680411080686884,75.76572916666642,75.76572916666646,102,90,100,91,1,14.078125,5.0,936,1004,222,208,883,848,954,901,130,120
12,0.7,2,2,0.5043670111827687,9.774639999999902,157.0,0.4968152866242038,1.6842053685675284,-1.7633782431764597,62.25885350318425,62.258853503184255,81,76,78,79,0,10.063694267515924,4.0,1060,1215,219,207,1003,935,1151,1059,110,99
8,0.7,2,3,0.5017430089074372,7.536520000000002,92.0,0.532608695652174,1.9096123069198672,-1.357081287711266,81.91869565217388,81.91869565217391,52,40,49,43,0,11.58695652173913,4.0,862,926,131,112,817,781,882,825,60,50
16,0.8,2,2,0.500383826342999,8.840199999999875,144.0,0.4930555555555556,1.7123001132886035,-1.2890580865080765,61.39027777777725,61.39027777777726,72,72,71,73,0,10.222222222222221,4.0,1060,1215,206,200,1003,935,1151,1059,99,92
16,0.6,2,4,0.499965351301571,14.057529999999963,194.0,0.5412371134020618,1.8068703941904285,-2.321338148944037,72.46149484536056,72.46149484536055,109,85,105,88,1,18.324742268041238,5.0,680,740,206,176,644,620,700,655,143,106
12,0.7,4,2,0.4992830882013662,11.01139999999987,177.0,0.4971751412429379,1.6987753630821854,-1.7596670639949603,62.21129943502772,62.21129943502774,93,84,88,89,0,9.63276836158192,4.0,1173,1308,246,225,1109,1040,1238,1151,125,109
12,0.8,2,3,0.4992114315268379,7.342099999999996,90.0,0.5333333333333333,1.8953321903024487,-1.359557819879134,81.57888888888887,81.57888888888886,50,40,48,42,0,11.688888888888888,4.0,862,926,129,110,817,781,882,825,58,49
24,0.8,3,2,0.4987440303154426,9.459039999999952,162.0,0.4876543209876543,1.672156263057208,-1.2325926168661323,58.38913580246851,58.3891358024685,82,80,79,83,0,9.858024691358025,4.0,1127,1261,213,203,1069,998,1196,1109,107,98
8,0.6,2,2,0.49854855826133626,11.51207999999988,178.0,0.5,1.6994967692855396,-2.00248450500761,64.67460674157222,64.67460674157222,93,85,89,89,0,10.707865168539326,4.0,1060,1215,232,225,1003,935,1151,1059,123,113
16,0.6,3,4,0.4982514671896751,14.56686999999992,199.0,0.542713567839196,1.815200231461399,-2.2701343373154974,73.20035175879362,73.20035175879363,113,86,108,90,1,18.457286432160803,5.0,720,766,216,177,681,656,725,683,148,106
8,0.7,3,3,0.4965092152463948,7.598499999999975,96.0,0.5104166666666666,1.8700446329404374,-1.360769946792009,79.15104166666652,79.15104166666652,54,42,49,47,0,11.46875,4.0,902,964,141,117,855,818,919,865,64,52
12,0.8,3,2,0.4961577943128026,7.785309999999934,100.0,0.49,1.8657934567081529,-1.1823057045208145,77.85309999999924,77.85309999999924,56,44,49,51,0,11.83,4.0,1127,1261,178,155,1069,998,1196,1109,77,57
24,0.7,4,4,0.4941046320503595,11.568690000000004,195.0,0.5282051282051282,1.663271957963179,-1.7156393234060276,59.32661538461562,59.32661538461562,107,88,103,91,1,16.594871794871796,5.0,748,787,206,181,703,679,742,701,133,107
12,0.8,3,3,0.4938591819769538,7.404079999999991,94.0,0.5106382978723404,1.8561154240176858,-1.363259972445655,78.76680851063816,78.76680851063816,52,42,48,46,0,11.563829787234043,4.0,902,964,139,115,855,818,919,865,62,51
24,0.7,2,3,0.4937559550910175,15.308860000000069,213.0,0.5164319248826291,1.7942809587700674,-1.8641537807647923,71.87258215962456,71.87258215962456,104,109,110,103,0,14.52112676056338,5.0,862,926,225,219,817,781,882,825,144,136
6,0.6,4,4,0.4933632087022203,6.229779999999918,86.0,0.5813953488372093,2.0082018416921477,-1.261507374151612,72.43930232558095,72.43930232558097,52,34,50,36,0,11.127906976744185,4.0,748,787,128,105,703,679,742,701,61,42
24,0.9,4,4,0.49145043918954306,4.684179999999971,59.0,0.6101694915254238,2.306649037066784,-0.6933493124201637,79.39288135593183,79.39288135593185,37,22,36,23,0,9.813559322033898,4.0,748,787,103,79,703,679,742,701,41,28
8,0.6,4,2,0.49049645244774576,13.247349999999813,200.0,0.5,1.7364200602039481,-1.9982434458236615,66.23674999999908,66.23674999999906,106,94,100,100,0,10.215,4.0,1173,1308,262,244,1109,1040,1238,1151,140,124
8,0.6,3,2,0.4904442068635306,11.715449999999805,187.0,0.48663101604278075,1.669275684717267,-2.004539360384555,62.64946524064072,62.64946524064071,98,89,91,96,0,10.598930481283423,4.0,1127,1261,247,233,1069,998,1196,1109,132,118
24,0.7,3,3,0.4902961942404661,15.698540000000062,222.0,0.5135135135135135,1.7851821842098712,-1.7430334444559497,70.71414414414434,70.71414414414434,110,112,114,108,0,14.54054054054054,5.0,902,964,235,223,855,818,919,865,150,139
24,0.7,4,3,0.49006552448249485,16.980250000000098,233.0,0.5236051502145923,1.822498838685555,-1.610667467466725,72.87660944206027,72.87660944206029,115,118,122,110,1,14.656652360515022,5.0,936,1004,246,238,883,848,954,901,155,149
24,0.7,3,4,0.49004828914368187,10.131210000000014,187.0,0.5187165775401069,1.5889817181678325,-1.9224944688064767,54.17759358288793,54.17759358288791,104,83,97,89,1,16.6524064171123,5.0,720,766,196,172,681,656,725,683,130,102
24,0.7,2,4,0.4898735330212249,9.773349999999947,179.0,0.5195530726256983,1.5941329270865205,-1.978944547439427,54.599720670391136,54.59972067039112,100,79,93,85,1,16.58659217877095,5.0,680,740,186,168,644,620,700,655,125,99
12,0.7,3,2,0.485734087346457,9.404029999999896,165.0,0.47878787878787876,1.6126631412371608,-2.1691766703526274,56.99412121212063,56.99412121212062,86,79,79,86,0,9.963636363636363,4.0,1127,1261,233,214,1069,998,1196,1109,118,103
24,0.9,2,4,0.4821748990476272,4.089879999999968,53.0,0.6226415094339622,2.2876888298374727,-0.7870201869623842,77.16754716981113,77.16754716981114,34,19,33,20,0,9.849056603773585,4.0,680,740,87,69,644,620,700,655,37,25
16,0.7,2,2,0.4800885549486854,10.302369999999872,200.0,0.48,1.546734226763962,-1.782964611235873,51.51184999999954,51.51184999999951,102,98,96,104,0,9.74,4.0,1060,1215,252,247,1003,935,1151,1059,139,126
16,0.8,3,2,0.4798013482486437,8.469589999999872,152.0,0.47368421052631576,1.6285834516468205,-1.8834576737566278,55.720986842104615,55.720986842104594,77,75,72,80,0,10.105263157894736,4.0,1127,1261,220,207,1069,998,1196,1109,107,96
16,0.6,2,3,0.47885476822713047,17.032250000000037,236.0,0.5084745762711864,1.7440084219538696,-2.087209670157815,72.17055084745769,72.17055084745768,121,115,120,116,0,15.961864406779661,5.0,862,926,254,234,817,781,882,825,169,148
24,0.9,3,4,0.47885315804000045,4.3017099999999475,55.0,0.6,2.2381408789608286,-0.7886344543353259,78.21290909090868,78.21290909090868,35,20,33,22,0,10.054545454545455,4.0,720,766,94,73,681,656,725,683,39,26
24,0.6,2,4,0.47873013973418815,15.726700000000005,235.0,0.5319148936170213,1.7251370579908625,-1.9645624912270232,66.92212765957454,66.92212765957456,132,103,125,109,1,17.54468085106383,5.0,680,740,228,206,644,620,700,655,167,131
16,0.6,3,3,0.4749100002375964,17.50071000000004,242.0,0.5082644628099173,1.7485266385545732,-2.1713104151614377,72.31698347107432,72.3169834710743,127,115,123,119,0,16.09090909090909,5.0,902,964,264,235,855,818,919,865,176,149
16,0.6,4,3,0.47451506576166613,19.000050000000023,256.0,0.51953125,1.7869656465547783,-2.0239349798812256,74.21894531249998,74.21894531249998,133,123,133,122,1,16.0,5.0,936,1004,278,253,883,848,954,901,184,162
24,0.6,4,4,0.47209126087422987,16.89980000000004,257.0,0.5330739299610895,1.7190639293692191,-1.6280939930355842,65.75797665369673,65.75797665369673,142,115,137,119,1,16.719844357976655,5.0,748,787,250,222,703,679,742,701,177,143
24,0.6,3,4,0.47195026008264485,15.91980000000004,246.0,0.5284552845528455,1.6994953200890393,-2.1049011843614163,64.7146341463416,64.71463414634158,137,109,130,115,1,17.182926829268293,5.0,720,766,238,212,681,656,725,683,172,137
16,0.7,4,2,0.4702567412289821,11.343319999999913,221.0,0.4796380090497738,1.5473148889768067,-1.7834145202913982,51.3272398190041,51.327239819004134,115,106,106,114,1,10.031674208144796,4.0,1173,1308,282,266,1109,1040,1238,1151,158,138
16,0.7,3,2,0.47019682128944945,9.934949999999866,208.0,0.46634615384615385,1.4991536702675192,-1.7890737268361971,47.76418269230715,47.76418269230717,107,101,97,111,0,10.01923076923077,4.0,1127,1261,267,254,1069,998,1196,1109,149,131
6,0.6,3,4,0.46932415835246327,5.406519999999926,79.0,0.569620253164557,1.9076611589949768,-1.5579221979379119,68.43696202531576,68.43696202531578,50,29,45,34,0,11.367088607594937,4.0,720,766,118,95,681,656,725,683,58,37
8,0.7,4,4,0.46784466425870724,5.26028999999999,81.0,0.5679012345679012,1.8684230076486328,-1.2665375951152267,64.94185185185177,64.94185185185175,50,31,46,35,0,11.74074074074074,5.0,748,787,124,99,703,679,742,701,57,39
24,0.6,2,3,0.4659942865050518,21.28735000000004,282.0,0.5177304964539007,1.8144106265315172,-2.1544688224608533,75.4870567375889,75.48705673758889,141,141,146,136,0,15.404255319148936,5.0,862,926,276,270,817,781,882,825,194,182
12,0.8,4,4,0.4607278554415563,4.9808699999999595,80.0,0.5625,1.8222934678709437,-1.269973590398054,62.26087499999994,62.26087499999993,49,31,45,35,0,11.725,4.5,748,787,121,98,703,679,742,701,54,39
24,0.6,3,3,0.45831857049966584,21.61059000000005,296.0,0.5135135135135135,1.788714860537051,-2.029740811743653,73.0087500000002,73.00875000000018,149,147,152,144,0,15.135135135135135,5.0,902,964,288,277,855,818,919,865,202,189
6,0.6,2,4,0.4540719828946736,4.6370099999999415,76.0,0.5789473684210527,1.8194986170880134,-1.5547774866820925,61.013289473683756,61.013289473683784,49,27,44,32,0,11.381578947368421,4.0,680,740,110,90,644,620,700,655,55,35
24,0.6,4,3,0.453697154113871,22.237740000000027,309.0,0.517799352750809,1.778799783987177,-1.913453748489154,71.96679611650514,71.9667961165051,156,153,160,148,1,14.935275080906148,5.0,936,1004,301,292,883,848,954,901,209,199
12,0.6,2,2,0.45222537728976975,9.388949999999884,221.0,0.47058823529411764,1.4294559204992263,-2.0159566731314955,42.48393665158321,42.48393665158321,115,106,104,117,0,10.46606334841629,4.0,1060,1215,272,260,1003,935,1151,1059,156,136
12,0.6,4,2,0.45015564394038665,10.319909999999876,245.0,0.46938775510204084,1.430099653124934,-2.0164663826277835,42.12208163265257,42.122081632652595,130,115,115,129,1,10.546938775510204,4.0,1173,1308,304,280,1109,1040,1238,1151,177,149
8,0.7,3,4,0.4423210215317118,4.437029999999975,74.0,0.5540540540540541,1.7604516404358,-1.6405912872047526,59.95986486486456,59.95986486486456,48,26,41,33,0,12.054054054054054,4.5,720,766,114,89,681,656,725,683,54,34
8,0.7,2,4,0.4419601713889284,4.225199999999996,72.0,0.5694444444444444,1.7631481033280694,-1.6372689777172194,58.683333333333195,58.683333333333195,47,25,41,31,0,11.958333333333334,4.0,680,740,106,85,644,620,700,655,51,33
12,0.6,3,2,0.43608431786751134,8.957809999999867,230.0,0.45652173913043476,1.389702635529813,-2.1260565499114037,38.94699999999942,38.94699999999942,121,109,105,125,0,10.647826086956522,4.0,1127,1261,288,267,1069,998,1196,1109,167,141
12,0.8,3,4,0.4349723509320623,4.157609999999967,73.0,0.547945205479452,1.7125625350273237,-1.6450810542716217,56.95356164383533,56.953561643835314,47,26,40,33,0,12.04109589041096,4.0,720,766,112,88,681,656,725,683,52,34
12,0.8,2,4,0.4344993091866139,3.9457799999999876,71.0,0.5633802816901409,1.7126797602834967,-1.6417405542445478,55.57436619718298,55.574366197183,46,25,40,31,0,11.943661971830986,4.0,680,740,104,84,644,620,700,655,49,33
24,0.7,4,2,0.4294015464241586,11.796940000000067,296.0,0.46283783783783783,1.4163689562310953,-1.9275244216233687,39.85452702702701,39.854527027027004,151,145,137,158,1,10.422297297297296,4.0,1173,1308,335,316,1109,1040,1238,1151,207,184
16,0.6,2,2,0.42364317897114073,12.538359999999948,295.0,0.4576271186440678,1.4172382535729435,-2.9282100183374387,42.502915254237045,42.50291525423704,151,144,135,160,0,11.091525423728813,4.0,1060,1215,334,317,1003,935,1151,1059,213,183
16,0.6,4,2,0.415855010891912,15.326959999999978,326.0,0.4723926380368098,1.474312713606839,-2.810366266479451,47.015214723926135,47.01521472392611,171,155,154,171,1,11.395705521472392,4.0,1173,1308,372,340,1109,1040,1238,1151,241,200
16,0.6,3,2,0.4146720272675565,12.36374999999994,304.0,0.45394736842105265,1.3958856391213599,-3.3884860254216087,40.670230263157585,40.670230263157606,159,145,138,166,0,11.473684210526315,4.0,1127,1261,352,322,1069,998,1196,1109,227,187
24,0.6,2,2,0.41345021872221766,16.570770000000024,349.0,0.47277936962750716,1.4981417500647076,-2.090561912841569,47.480716332378215,47.480716332378194,175,174,165,184,0,11.530085959885387,4.0,1060,1215,362,358,1003,935,1151,1059,242,225
24,0.7,2,2,0.4117308937569893,8.585289999999969,267.0,0.44569288389513106,1.3249132490113837,-2.199085911000518,32.15464419475642,32.154644194756415,134,133,119,148,0,10.146067415730338,4.0,1060,1215,300,292,1003,935,1151,1059,183,167
