ema_period,lookback_bars,min_close_ratio,left_bars,right_bars,rr_target,total_periods,positive_periods,positive_ratio,total_return_sum,total_trades_sum,avg_quarter_return,median_quarter_return,min_quarter_return,max_quarter_drawdown_worst,avg_profit_factor,median_profit_factor,min_profit_factor,min_trades_per_period,avg_trades_per_period,long_trades_total,short_trades_total,plateau_score
60,20,0.8,4,3,2.2,8,8,1.0,24.039918000000537,263,3.004989750000067,3.277757000000081,0.4987640000000404,-2.338746200938368,1.9025134642591994,1.894994699735438,1.1801053699684747,21,32.875,128,135,0.5207858495070091
55,20,0.8,4,4,2.2,8,8,1.0,21.28439600000014,217,2.6605495000000174,2.6961800000000813,0.286519999999979,-1.708386634870046,2.094910336645408,2.0562285867145382,1.1152562008737135,20,27.125,121,96,0.5206303166928692
50,24,0.8,4,4,2.2,8,8,1.0,19.969654000000038,184,2.4962067500000047,2.546426000000046,0.6569559999999974,-1.6118086705025212,2.318901854495067,2.386784795363101,1.3056888930249888,17,23.0,104,80,0.5199998075932404
60,24,0.8,3,3,2.2,8,8,1.0,22.415046000000395,224,2.8018807500000493,2.849278000000066,1.175646000000019,-2.116594217580301,2.1092238386952022,1.9179198297386617,1.3966961955919277,17,28.0,110,114,0.5198024911705371
55,20,0.85,4,3,2.0,8,8,1.0,19.55150000000023,206,2.443937500000029,2.474450000000028,1.7065900000000633,-1.7200533290378028,2.1715672029104187,2.074844241802448,1.5357217972181203,17,25.75,100,106,0.5197250903890577
55,20,0.75,4,3,2.0,8,8,1.0,25.05793000000025,321,3.1322412500000314,3.412415000000102,0.4915399999999792,-1.9840034984582307,1.8105509789008658,1.8383411971544246,1.114479353471356,31,40.125,160,161,0.5191539430916073
55,28,0.8,4,3,2.2,8,8,1.0,21.7002680000002,254,2.712533500000025,2.2553220000000596,1.5214279999999913,-2.7259484220828285,1.861321943591583,1.734856160083257,1.449140643911883,20,31.75,126,128,0.5187779858256412
50,20,0.8,3,3,2.4,8,8,1.0,22.249396000000175,244,2.781174500000022,3.083309000000045,0.7329580000000169,-1.985225594180898,1.9239778246074866,1.971240737988786,1.2225011907564385,21,30.5,118,126,0.5186080458897281
50,20,0.75,4,4,2.2,8,8,1.0,23.36319199999994,258,2.9203989999999926,2.855689000000061,0.3661279999999767,-1.9775621821709026,1.9254062234766134,1.9065315204596867,1.102879044177563,26,32.25,141,117,0.5181096320300784
55,20,0.75,4,3,2.4,8,8,1.0,25.388976000000227,320,3.1736220000000284,3.5277760000000047,0.7922839999999987,-2.152657981129768,1.7336520094043189,1.7748423756415224,1.174118402025368,31,40.0,159,161,0.5180927066455827
